genus,S_1,S_2,S_3,S_4,W_1,W_2,W_3,W_4,PETS_1,PETS_2,PETS_3,PETS_4,PETW_1,PETW_2,PETW_3,PETW_4,EVS_1,EVS_2,EVS_3,EVS_4,EVW_1,EVW_2,EVW_3,EVW_4,PETEVS_1,PETEVS_2,PETEVS_3,PETEVS_4,PETEVW_1,PETEVW_2,PETEVW_3,PETEVW_4
g__unclassified_f__Hymenobacteraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_f__Hyphomicrobiaceae,0,0,0,0,0,0,0,0,0.048768593,0.081280988,0.086699721,0,0,0,0,0,0,0,0.008128099,0,0.005418733,0,0,0,0.113793384,0,0,0,0,0.032512395,0,0
g__unclassified_f__Ilumatobacteraceae,0,0,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_f__Immundisolibacteraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_f__Intrasporangiaceae,0.186946273,0.289902192,0.186946273,0.054187326,0.002709366,0,0,0,1.60936357,1.148771302,2.340892465,1.728575686,0,0,0.002709366,0,0,0,0.027093663,0,0,0,0,0,2.086212035,0.054187326,0.09482782,0,0.016256198,2.343601832,0,0.005418733
g__unclassified_f__Isosphaeraceae,0.002709366,0,0,0,0,0,0,0,0.273645994,0,0.13817768,0.246552331,0,0,0,0,0,0,0,0,0,0,0,0,0.046059227,0,0.008128099,0,0,0,0.005418733,0
g__unclassified_f__Kineosporiaceae,0,0,0,0,0,0,0.024384297,0,0.149015145,0.18965564,0.124630849,0.162561977,0,0,0,0,0,0,0.008128099,0,0,0,0,0,0.081280988,0,0,0,0,0,0,0
g__unclassified_f__Ktedonobacteraceae,0,0,0,0,0,0,0,0,0.016256198,0.005418733,0.029803029,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_f__Lachnospiraceae,0.373892547,0.287192826,0.181527541,0.018965564,0.398276843,0,0.07315289,0.151724512,0.316995855,0.281774093,0.279064727,0.227586767,0,0,0,0,0,0,0,0,0,0,0,0,0.268227262,0.010837465,0.25468043,1.750250616,0.758622558,1.14335257,0,0.032512395
g__unclassified_f__Lentimicrobiaceae,0,0,0,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_f__Longimicrobiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016256198,0,0,0,0,0,0,0
g__unclassified_f__Magnetospirillaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024384297,0,0.07315289,0,0,0,0,0,0,0,0.016256198,0,0,0,0,0
g__unclassified_f__Methylococcaceae,0,0,0,0,0,0,0,0,0.029803029,0.016256198,0.029803029,0,0,0,0,0,0.005418733,0,0.016256198,0,0,0,0,0.010837465,0,0,0,0,0,0,0,0
g__unclassified_f__Methyloligellaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_f__Methylomonadaceae,0,0,0,0.008128099,0,0,0,0,0.09482782,0.406404942,0.105665285,0.051477959,0,0,0,0,0.736947628,0.121921483,2.208133518,0.330542686,1.083746512,0.346798884,0,0.065024791,0,0,0.02167493,0,0,0,0,0
g__unclassified_f__Methylophilaceae,0,0,0,0.002709366,0,0,0,0,0,0,0,0,0,0.04334986,0,0.032512395,0,0,0.008128099,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_f__Microbacteriaceae,0,0.018965564,0.005418733,0.054187326,0.260099163,0.181527541,0.2330055,0.241133599,0,0,0,0,0.265517895,0.024384297,0.048768593,0.051477959,0,0,0,0,0,0,0,0.027093663,0.070443523,0,0,0,0,0.203202471,0.04334986,0.108374651
g__unclassified_f__Micrococcaceae,2.871928256,0.379311279,0.092118453,0.018965564,0,0.008128099,0.140887047,0.018965564,0.319705221,0.173399442,0.550001355,0.295320924,0,0,0.002709366,0,0.032512395,0,0.005418733,0.02167493,0,0.04334986,0.008128099,0,0.764041291,2.376114227,0.214039936,0,0.065024791,0.029803029,0.018965564,0
g__unclassified_f__Micromonosporaceae,0.008128099,0,0,0,0.008128099,0.018965564,0,0,0.688179035,0.417242407,0.56083882,0.346798884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048768593,0.151724512,0,0,0,0
g__unclassified_f__Microscillaceae,0.02167493,0.032512395,0,0.016256198,0.170690076,0.040640494,0.062315424,0.086699721,0,0.027093663,0,0,0,0,0,0,0.005418733,0.005418733,0,0,0,0.005418733,0,0,0,0,0,0,0,0,0,0.027093663
g__unclassified_f__Moraxellaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_f__Myxococcaceae,0.067734157,0.308867756,0.186946273,0.081280988,0,0,0,0.008128099,0.693597767,0.907637704,0.799263052,0.707144599,0,0,0,0,0.010837465,0,0,0,0.013546831,0,0,0,0.024384297,0,0.016256198,0,0,0,0,0.027093663
g__unclassified_f__Nannocystaceae,0,0,0,0,0,0,0,0,0,0.008128099,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_f__Nocardioidaceae,0.157143244,0.227586767,0.105665285,0.287192826,0,0,0,0,3.224145872,5.426860657,3.703703704,4.435232599,0,0,0,0,0,0,0,0,0,0,0,0,0.474139099,0.035221762,0,0.108374651,0.016256198,0.018965564,0,0
g__unclassified_f__norank_o__Ferrovibrionales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051477959
g__unclassified_f__norank_o__Peptostreptococcales-Tissierellales,0.040640494,0.040640494,0.15985261,0.027093663,0.083990355,0,0.203202471,0.081280988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_f__norank_o__Rickettsiales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_f__Nostocaceae,0,0,0,0,0,0,0,0,0,0,0,0.035221762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_f__Opitutaceae,0,0,0.013546831,0.010837465,0.002709366,0,0.008128099,0.005418733,0.008128099,0,0.010837465,0.018965564,0,0,0,0,0,0,0.018965564,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_f__Oscillospiraceae,0,0,0,0,0,0,0,0.008128099,0,0,0.008128099,0,0,0,0,0,0,0,0,0,0,0,0,0,0.471429733,0,0.178818174,0.363055081,0.541873256,1.075618413,0,0.048768593
g__unclassified_f__Oxalobacteraceae,7.163564442,0.774878756,0.279064727,0.040640494,0.046059227,0,0.078571622,0.008128099,0.173399442,0.04334986,0.056896692,0.135468314,0.140887047,0,0.092118453,0.054187326,0.016256198,0.005418733,0.035221762,0,0.081280988,0.005418733,0,0,1.452220326,0.162561977,0.311577122,0.615026145,0.146305779,0.379311279,0.165271343,0.100246552
g__unclassified_f__Paracaedibacteraceae,0.279064727,0.02167493,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.406404942,0.013546831,0,0,0,0,0,0
g__unclassified_f__Parachlamydiaceae,0.005418733,0.062315424,0.046059227,0,0.046059227,0,0,0.010837465,0.040640494,0.005418733,0.067734157,0.024384297,0.531035791,0.027093663,0.34950825,0.176108808,0,0,0,0,0,0,0,0,0,0,0.005418733,0,0.010837465,0,0,0
g__unclassified_f__Pedosphaeraceae,0.005418733,0,0.005418733,0.010837465,0,0,0,0,0,0,0.005418733,0.016256198,0,0,0,0,0,0,0,0,0,0,0,0,0.010837465,0,0,0,0,0,0,0
g__unclassified_f__Peptostreptococcaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002709366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013546831,0
g__unclassified_f__Phycisphaeraceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_f__Pirellulaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002709366,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_f__Planococcaceae,0.016256198,0.002709366,0,0,0,0,0.010837465,0,0,0,0,0.005418733,0,0,0,0,0.024384297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_f__Polyangiaceae,0,0,0,0,0,0,0,0,0,0.018965564,0.027093663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_f__Prevotellaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010837465,0,0.008128099,0.005418733,0,0
g__unclassified_f__Propionibacteriaceae,0,0,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_f__Pseudomonadaceae,0,0.292611558,0.132758948,0,0.083990355,0.113793384,0.018965564,0.062315424,0,0,0.054187326,0,0,0,0,0,0,0,0.108374651,0,0.130049581,0.035221762,0,0,0.059606058,0,0,0,0.029803029,0.056896692,0,0.032512395
g__unclassified_f__Pseudonocardiaceae,0,0.010837465,0,0,0,0,0.005418733,0,0,0.002709366,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_f__Rhizobiaceae,0.314286488,0.452464169,0.249261698,0.333252052,1.98054675,1.338426942,0.967243762,2.067246471,0.059606058,0.124630849,0.097537186,0.097537186,0.135468314,0.130049581,0.281774093,0.34950825,0.008128099,0,0.008128099,0,0.008128099,0.024384297,0,0,1.23818039,0.09482782,0.205911837,0.205911837,0.086699721,0.463301634,0.032512395,0.501232762
g__unclassified_f__Rhodobacteraceae,0,0,0,0,0.008128099,0.002709366,0.035221762,0.013546831,0,0,0.02167493,0,0,0,0,0,0,0,0,0,0,0.035221762,0,0,0,0,0,0.056896692,0,0,0.035221762,0.04334986
g__unclassified_f__Rhodocyclaceae,0.140887047,0.712563331,0.6990165,0.054187326,3.652225744,0.598769948,0.484976564,1.295077081,0.016256198,0.037931128,0.113793384,0.018965564,0.279064727,0.30615839,0.34950825,0.270936628,0.035221762,0,0.214039936,0.013546831,0.029803029,0.081280988,0,0.018965564,0.192365006,0.102955919,0.083990355,0.246552331,0.181527541,0.262808529,0.016256198,0.292611558
g__unclassified_f__Rhodospirillaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_f__Rickettsiaceae,0,0,0,0,0.062315424,0.078571622,0.097537186,0.121921483,0,0,0,0,0,0,0,0.008128099,0,0,0,0,0,0,0,0,0,0,0.010837465,0,0,0,0.040640494,0.002709366
g__unclassified_f__Ruminococcaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0.062315424,0,0.018965564,0.016256198,0.086699721,0.208621204,0,0
g__unclassified_f__Saccharimonadaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008128099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_f__Sandaracinaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_f__Saprospiraceae,0,0,0,0,0.008128099,0.002709366,0.008128099,0,0,0.008128099,0,0,0.008128099,0,0,0,0,0,0,0,0.008128099,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_f__Silvanigrellaceae,0.008128099,0,0,0,0.002709366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016256198,0,0,0,0,0
g__unclassified_f__Simkaniaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008128099,0,0,0.016256198,0,0,0,0,0,0,0
g__unclassified_f__Solimonadaceae,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_f__Solirubrobacteraceae,0,0,0,0,0,0,0,0,0,0.130049581,0.121921483,0.11650275,0,0,0,0,0,0,0,0,0,0,0,0,0.018965564,0,0,0,0,0,0,0
g__unclassified_f__Sphingobacteriaceae,0.105665285,0.173399442,0.224877401,0.07315289,0,0,0,0,0.005418733,0.054187326,0,0.027093663,0,0,0,0,0,0,0.008128099,0,0,0,0,0,0.062315424,0.024384297,0.024384297,0,0,0,0,0
g__unclassified_f__Sphingomonadaceae,0.029803029,0.089409087,0.067734157,0.081280988,0.027093663,0.051477959,0.065024791,0.111084017,0.135468314,0.097537186,0.059606058,0,1.1650275,0.105665285,4.026118291,5.445826221,0.032512395,0.008128099,0.051477959,0.013546831,0,0.018965564,0,0.005418733,0.032512395,0.083990355,0.040640494,0,0,0.086699721,0.016256198,0.067734157
g__unclassified_f__Spirochaetaceae,0,0,0,0.010837465,0,0,0,0,0.140887047,0.121921483,0.100246552,0.086699721,0,0,0,0,0.035221762,0.005418733,0.02167493,0.024384297,0.111084017,0.016256198,0,0,0.024384297,0,0.056896692,0,0,0,0,0
g__unclassified_f__Steroidobacteraceae,0,0.005418733,0,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_f__Streptomycetaceae,0,0,0,0,0,0,0,0,0.018965564,0.002709366,0.008128099,0,0.002709366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_f__Streptosporangiaceae,0,0,0,0,0,0,0,0,0.07315289,0.097537186,0,0.105665285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_f__Symbiobacteraceae,0,0,0,0,0,0,0,0,0,0,0.018965564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_f__Syntrophobacteraceae,0.024384297,0,0.002709366,0,0,0,0,0,0.054187326,0.016256198,0.037931128,0.008128099,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0,0.008128099,0,0,0,0,0
g__unclassified_f__Syntrophomonadaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_f__Thermoactinomycetaceae,0,0,0,0,0,0,0,0,0,0.008128099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_f__Thermomicrobiaceae,0,0,0,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_f__Thermomonosporaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016256198,0,0,0,0,0,0,0
g__unclassified_f__Thermotaleaceae,0.140887047,0.34950825,0.601479314,0.02167493,0,0,0.11650275,0.113793384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067734157,0,0,0,0,0,0,0.018965564
g__unclassified_f__Vampirovibrionaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_f__Verrucomicrobiaceae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_f__Vicinamibacteraceae,0,0,0,0,0,0,0,0,0,0.054187326,0.04334986,0,0,0,0,0,0,0,0.010837465,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_f__Xanthobacteraceae,0.097537186,0.167980709,0.086699721,0.100246552,0,0.02167493,0.051477959,0.027093663,0.812809884,1.105421442,1.178574331,0.753203826,0,0,0,0.013546831,0,0,0.048768593,0.008128099,0.010837465,0.005418733,0,0,0.346798884,0,0,0,0,0.018965564,0,0
g__unclassified_f__Xanthomonadaceae,0.013546831,0.032512395,0.070443523,0.149015145,0.008128099,0.056896692,0.048768593,0.002709366,0.005418733,0.013546831,0.018965564,0,0,0.002709366,0.010837465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_k__norank_d__Bacteria,0.09482782,0.127340215,0.205911837,0.363055081,0.07315289,0.243842965,0.214039936,0.11650275,0.363055081,0.541873256,0.42266114,0.354926983,0.002709366,0.016256198,0.016256198,0,0.067734157,0.035221762,0.48768593,0.070443523,0.398276843,0.265517895,0.037931128,0.037931128,1.124387006,0.010837465,0.029803029,0.165271343,0.002709366,0.016256198,0,0
g__unclassified_o__Acidobacteriales,0,0.062315424,0.075862256,0,0.005418733,0,0.027093663,0.016256198,0.251971064,0.11650275,0.140887047,0.25468043,0,0,0,0,0,0,0.027093663,0.005418733,0.005418733,0,0,0,0,0.002709366,0,0,0.018965564,0,0,0.016256198
g__unclassified_o__Armatimonadales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002709366,0,0,0,0,0,0,0,0.010837465,0,0,0,0,0
g__unclassified_o__Azospirillales,0,0,0,0,0,0,0,0,0,0.024384297,0.016256198,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018965564,0,0,0,0,0,0,0
g__unclassified_o__Babeliales,0.005418733,0,0,0.119212116,0.046059227,0.111084017,0.008128099,0.051477959,0.005418733,0,0.002709366,0.010837465,0,0.005418733,0.027093663,0.008128099,0,0,0,0,0,0.013546831,0.005418733,0,0,0.029803029,0.024384297,0,0,0,0,0
g__unclassified_o__Bacillales,0,0,0.005418733,0.008128099,0,0.027093663,0.002709366,0.016256198,0.005418733,0.027093663,0.018965564,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_o__Bacteroidales,0,0.005418733,0,0,0,0,0,0,0.005418733,0.02167493,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0.04334986,0.005418733,0,0,0,0,0,0
g__unclassified_o__Burkholderiales,0.008128099,0.016256198,0.02167493,0.075862256,0.070443523,0.081280988,0.040640494,0.065024791,0.035221762,0.035221762,0.018965564,0.010837465,0.008128099,0.024384297,0.008128099,0,0.016256198,0,0.013546831,0,0,0,0,0,0,0,0,0,0,0,0,0.008128099
g__unclassified_o__Caulobacterales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_o__Chitinophagales,0.002709366,0.010837465,0.008128099,0.024384297,0.02167493,0.010837465,0.027093663,0,0,0,0.005418733,0,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_o__Chlamydiales,0,0,0,0,0.016256198,0,0.005418733,0,0.005418733,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0.089409087,0.02167493,0,0.027093663,0,0.21133057,0,0
g__unclassified_o__Chthoniobacterales,0,0,0,0,0,0,0.008128099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_o__Clostridiales,0,0.013546831,0.010837465,0,0,0,0,0.008128099,0.008128099,0.008128099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_o__Cytophagales,0,0,0,0,0,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_o__Desulfitobacteriales,0,0,0,0,0,0,0,0,0,0.008128099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_o__Desulfobacterales,0,0,0,0,0,0,0,0,0.002709366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_o__Desulfobulbales,0,0,0,0,0,0,0,0,0,0.005418733,0,0.018965564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_o__Elsterales,0,0,0,0,0,0,0,0,0.027093663,0,0.005418733,0,0,0,0,0,0.010837465,0,0,0,0,0,0,0,0.09482782,0,0.027093663,0,0,0,0,0
g__unclassified_o__Enterobacterales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010837465,0.008128099,0,0,0,0,0,0,0,0.032512395,0,0,0,0,0,0,0
g__unclassified_o__Fibrobacterales,0,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_o__Fimbriimonadales,0,0,0,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_o__Flavobacteriales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002709366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_o__Frankiales,0,0,0.005418733,0,0,0,0.005418733,0,0.265517895,0.165271343,0.21133057,0.119212116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_o__Gaiellales,0,0,0,0,0,0,0,0,0.054187326,0.078571622,0.067734157,0.048768593,0,0,0,0,0,0,0,0,0,0,0,0,0.016256198,0,0,0,0,0,0,0
g__unclassified_o__Gammaproteobacteria_Incertae_Sedis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_o__Geobacterales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008128099,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_o__Ignavibacteriales,0.018965564,0.04334986,0.02167493,0.016256198,0,0,0,0,0.067734157,0.083990355,0.065024791,0.037931128,0,0,0,0,0.008128099,0,0,0,0,0,0,0,0.008128099,0,0,0,0,0,0,0
g__unclassified_o__Lachnospirales,0,0,0,0,0,0,0,0,0.010837465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_o__Micavibrionales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_o__Micrococcales,0,0,0,0,0,0,0,0,0,0.016256198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_o__Microtrichales,0,0,0,0.005418733,0,0.016256198,0,0,0.065024791,0.02167493,0,0.024384297,0,0,0,0,0,0,0.010837465,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_o__Myxococcales,0,0,0,0,0,0,0,0,0.032512395,0.029803029,0.018965564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_o__norank_c__Clostridia,0,0,0,0,0,0,0,0,0,0.029803029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_o__norank_c__Desulfuromonadia,0,0,0.018965564,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0
g__unclassified_o__Omnitrophales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_o__Oscillospirales,0,0,0,0,0,0.005418733,0,0,0.005418733,0.024384297,0.002709366,0,0,0,0,0,0,0.008128099,0.167980709,0.008128099,0.032512395,0.005418733,0,0.005418733,0.048768593,0,0,0,0,0,0,0
g__unclassified_o__Oxyphotobacteria_Incertae_Sedis,0,0,0,0,0,0,0,0,0.010837465,0,0.002709366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_o__Peptostreptococcales-Tissierellales,0,0.005418733,0,0.005418733,0,0,0.024384297,0.010837465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_o__Polyangiales,0,0,0,0,0,0,0,0,0.07315289,0.010837465,0.059606058,0.027093663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_o__Propionibacteriales,0,0,0,0,0,0,0,0,0,0,0.008128099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_o__Pseudomonadales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0,0
g__unclassified_o__Rhizobiales,0,0,0.018965564,0.024384297,0.059606058,0.102955919,0.065024791,0.054187326,0.010837465,0.056896692,0.046059227,0,0.018965564,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032512395,0,0,0.018965564,0,0
g__unclassified_o__Rhodospirillales,0,0,0,0,0,0,0,0,0,0,0,0,0.078571622,0,0.070443523,0.075862256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_o__Rickettsiales,0.108374651,0,0,0,0,0,0,0.663794738,0,0.005418733,0,0,0,0,0.005418733,0,0.11650275,0,0.471429733,0.054187326,0.186946273,0.024384297,0.02167493,0.086699721,0.016256198,0,0.035221762,0,0.018965564,0.130049581,0,0.151724512
g__unclassified_o__Saccharimonadales,0,0,0,0.005418733,0.005418733,0,0.010837465,0.005418733,0,0,0,0,0,0,0,0,0.241133599,0.070443523,0.753203826,1.118968273,5.107155436,2.611829093,0.265517895,0.238424233,0.075862256,0.081280988,0.035221762,0,0.040640494,0.387439378,0.04334986,0.986209326
g__unclassified_o__SBR1031,0,0.005418733,0,0,0,0,0.005418733,0,0.016256198,0.018965564,0,0,0,0,0,0,0,0,0.070443523,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_o__Solirubrobacterales,0,0,0,0,0,0,0,0,0.005418733,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_o__Sphingobacteriales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008128099,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_o__Syntrophales,0,0,0,0,0,0,0,0,0.016256198,0.029803029,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008128099,0.018965564,0,0,0,0,0,0
g__unclassified_o__Vampirovibrionales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_o__Vicinamibacterales,0,0.002709366,0,0,0,0,0,0,0.005418733,0,0.013546831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_o__Xanthomonadales,0,0,0,0,0,0,0,0,0.002709366,0.005418733,0.005418733,0,0,0.002709366,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0,0,0,0
g__unclassified_p__Acidobacteriota,0,0,0.005418733,0,0,0,0,0,0.008128099,0.010837465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__unclassified_p__Actinobacteriota,0,0,0,0,0,0.002709366,0.008128099,0,0.005418733,0.105665285,0.056896692,0,0,0,0,0,0,0,0,0,0.002709366,0,0,0.005418733,0,0,0,0,0,0,0,0
