genus,S_1,S_2,S_3,S_4,W_1,W_2,W_3,W_4,PETS_1,PETS_2,PETS_3,PETS_4,PETW_1,PETW_2,PETW_3,PETW_4,EVS_1,EVS_2,EVS_3,EVS_4,EVW_1,EVW_2,EVW_3,EVW_4,PETEVS_1,PETEVS_2,PETEVS_3,PETEVS_4,PETEVW_1,PETEVW_2,PETEVW_3,PETEVW_4
g__Clostridium_sensu_stricto_13,0.065024791,0.268227262,0.09482782,0.029803029,0.089409087,0.157143244,0.07315289,0.222168035,0.21133057,0.214039936,0.227586767,0.241133599,0,0,0,0,0,0,0,0,0,0,0,0,0.078571622,0,0.013546831,0,0.027093663,0.062315424,0,0.062315424
g__Clostridium_sensu_stricto_16,0,0,0,0,0.013546831,0,0,0.005418733,0,0.010837465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Clostridium_sensu_stricto_19,0,0,0,0,0,0,0,0,0,0.002709366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Clostridium_sensu_stricto_2,0,0,0,0,0,0,0,0,0,0,0.024384297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Clostridium_sensu_stricto_3,0,0,0,0,0.035221762,0.070443523,0.013546831,0.048768593,0,0.056896692,0.054187326,0.062315424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Clostridium_sensu_stricto_5,0,0,0,0,0,0,0,0,0.035221762,0.089409087,0.046059227,0.035221762,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Clostridium_sensu_stricto_6,0,0,0,0,0,0,0,0,0,0,0.008128099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Clostridium_sensu_stricto_7,0,0.111084017,0,0,0.027093663,0.032512395,0,0.037931128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018965564,0,0,0,0,0
g__Clostridium_sensu_stricto_8,0.035221762,0.606898047,0.208621204,0.032512395,0.273645994,0.002709366,0.027093663,0.15985261,0.102955919,0.173399442,0.230296134,0.07315289,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005418733,0,0.035221762,0.005418733,0.018965564,0.005418733,0
g__Clostridium_sensu_stricto_9,0,0,0,0,0,0,0,0,0.181527541,0.333252052,0.21133057,0.379311279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008128099
g__Cnuella,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010837465
g__Cohnella,0,0,0,0,0,0,0,0,0.105665285,0.102955919,0.083990355,0.086699721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Colidextribacter,0,0,0,0,0.010837465,0,0.018965564,0.005418733,0,0.002709366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186946273,0,0.097537186,0.723400797,0.292611558,0.352217616,0,0.024384297
g__Comamonas,0,0,0,0,0.157143244,0.046059227,0.032512395,0.081280988,0,0,0,0,0,0,0.002709366,0.02167493,0.105665285,0,0.04334986,0,0.04334986,0.075862256,0,0,0.04334986,0,0.027093663,0,0.024384297,0.102955919,0.056896692,0.585223116
g__Conexibacter,0,0,0.005418733,0,0.013546831,0.024384297,0.005418733,0.008128099,0.449754802,0.533745157,0.476848465,0.745075727,0,0,0,0,0,0,0,0,0,0,0,0,0.192365006,0.010837465,0,0,0,0,0,0
g__Corynebacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010837465,0,0,0.365764448,0.048768593,0.054187326,0.008128099,0.018965564,0.081280988,0.008128099,0.167980709
g__Coxiella,0.013546831,0.010837465,0.008128099,0.005418733,0.005418733,0.010837465,0,0,0.005418733,0.013546831,0.002709366,0,0,0,0,0.008128099,0,0,0,0,0.016256198,0,0,0,0.054187326,0.027093663,0,0.035221762,0,0.018965564,0,0.013546831
g__Crassaminicella,0,0,0,0,0.024384297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Craurococcus-Caldovatus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Crocinitomix,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Cupriavidus,0,0,0.070443523,0.02167493,0,0,0,0,0,0.029803029,0.016256198,0.010837465,0,0,0,0,0.018965564,0,0.032512395,0,0.024384297,0.056896692,0,0,0,0.013546831,0.018965564,0,0,0,0,0
g__Curvibacter,0,0,0,0,0,0,0,0,0,0,0,0,0.002709366,0.059606058,0.046059227,0.013546831,0.27635536,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0.013546831
g__Cutibacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.170446233,0.032512395,0.035221762,0.151724512,0,0.008128099,0,0.184236907
g__Cyanobium_PCC-6307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010837465,0,0,0,0,0,0,0.02167493,0,0,0,0,0,0.013546831
g__Cylindrospermum_PCC-7417,0,0,0,0,0,0,0,0,0.056896692,0,0,0.018965564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Cytophaga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.027093663,0,0,0,0,0,0,0,0,0.243842965,0,0,0,0,0
g__Dactylosporangium,0,0,0,0,0,0,0,0,0.222168035,0.176108808,0.165271343,0.219458669,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Dechloromonas,0,0,0.013546831,0,0,0,0.165271343,0.035221762,0.016256198,0,0,0,0,0,0,0,0,0,0.008128099,0,0.013546831,0,0,0.005418733,0.02167493,0,0.027093663,0,0,0.051477959,0.027093663,0.029803029
g__Deferrisoma,0.024384297,0.040640494,0.024384297,0.024384297,0,0,0,0,0.184236907,0.176108808,0.227586767,0.178818174,0,0,0,0,0,0,0,0,0.008128099,0.008128099,0,0,0.02167493,0.024384297,0,0,0,0.008128099,0,0
g__Defluviicoccus,0.046059227,0.035221762,0.032512395,0.002709366,0.013546831,0,0,0.008128099,2.153946192,2.511582541,2.294833239,2.674144518,0,0,0,0,0.005418733,0,0.016256198,0,0,0,0,0,0.097537186,0,0,0,0,0,0.008128099,0
g__Defluviitalea,0,0,0,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Defluviitaleaceae_UCG-011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008128099,0,0,0
g__Defluviitoga,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.048768593,0,0,0,0,0,0,0
g__Dehalobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Dehalogenimonas,0,0,0,0,0,0,0,0,0,0.008128099,0,0,0,0,0,0,0,0,0,0.008128099,0,0,0,0,0,0,0,0,0,0,0,0
g__Deinococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013546831,0,0,0.024384297,0,0,0.018965564,0,0,0.032512395,0,0,0,0.005418733,0.010837465,0,0.027093663
g__Delftia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018965564,0,0,0,0.005418733,0,0,0,0,0,0,0.035221762,0,0,0,0
g__Denitratisoma,0,0,0,0.016256198,0,0,0,0,0,0.18965564,0.029803029,0,0,0.005418733,0,0,0.013546831,0,0.040640494,0,0.029803029,0,0,0,0,0,0,0,0,0,0,0
g__Desemzia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Desmonostoc_PCC-7422,0,0,0,0,0,0,0,0,0,0,0.032512395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Desulfatiglans,0,0,0.008128099,0,0,0,0,0,0.032512395,0.040640494,0,0.037931128,0,0,0,0,0.010837465,0,0.013546831,0,0.078571622,0.005418733,0,0,0,0.010837465,0,0.051477959,0,0,0,0
g__Desulfatitalea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Desulfitobacterium,0,0.457882901,0.048768593,0,0.040640494,0,0,0,0,0.032512395,0.013546831,0.083990355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.054187326,0,0
g__Desulfobacca,0.016256198,0.008128099,0.010837465,0.008128099,0,0,0,0,0.298030291,0.341380151,0.300739657,0.197783738,0,0,0,0,0,0,0.029803029,0.005418733,0.010837465,0.002709366,0,0,0.005418733,0,0.027093663,0,0,0,0,0
g__Desulfobacterium_catecholicum_group,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Desulfobulbus,0,0,0,0,0,0,0,0,0.013546831,0.002709366,0,0.010837465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Desulfomonile,0,0,0,0,0,0,0,0,0.051477959,0.029803029,0.024384297,0.027093663,0,0,0,0,0,0,0.002709366,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Desulfosporosinus,0,0.005418733,0.005418733,0,0,0,0,0,0.09482782,0.081280988,0.105665285,0.075862256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Desulfotomaculum,0,0,0,0,0,0,0,0,0,0,0.002709366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Desulfovibrio,0,0,0,0,0,0,0,0,0,0.005418733,0.008128099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.037931128,0,0
g__Desulfovirga,0,0.013546831,0,0,0,0,0,0,0.013546831,0,0.048768593,0.037931128,0,0,0,0,0,0.002709366,0,0,0,0,0,0,0.054187326,0,0,0,0,0,0,0
g__Desulfurispora,0,0,0.008128099,0,0,0,0,0,0.018965564,0,0.013546831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Desulfuromonas,0,0,0,0,0,0,0,0,0,0,0,0.008128099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Devosia,0.070443523,0.016256198,0,0.013546831,0.102955919,0.352217616,0.195074372,0.113793384,0,0.065024791,0.048768593,0.029803029,0,0.002709366,0,0,0.024384297,0.010837465,0.075862256,0.018965564,0.024384297,0.027093663,0.005418733,0,0.056896692,0,0.040640494,0,0.010837465,0.04334986,0.037931128,0.105665285
g__Diaphorobacter,0.029803029,0.113793384,0.238424233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02167493,0,0,0,0,0.02167493,0,0
g__Dietzia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0.02167493,0,0.013546831,0,0,0.016256198,0,0
g__Dinghuibacter,0,0,0,0,0.024384297,0,0.016256198,0.02167493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Dokdonella,0,0,0,0,0,0,0,0,0,0.008128099,0.008128099,0.013546831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Dolichospermum_NIES41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Domibacillus,0,0,0,0,0,0,0,0,0,0,0.035221762,0.029803029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Dongia,0.013546831,0.046059227,0.065024791,0.027093663,0.216749302,0.100246552,0.151724512,0.078571622,0.13817768,0.170690076,0.165271343,0.108374651,0,0.02167493,0.037931128,0.035221762,0.005418733,0,0.02167493,0,0,0,0,0,0,0,0,0,0,0.040640494,0,0.02167493
g__DSSD61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032512395,0,0,0,0,0,0,0
g__Dubosiella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.067734157,0,0,0.035221762,0,0.018965564,0,0
g__Dyadobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002709366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__E1B-B3-114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Edaphobaculum,0.027093663,0.785716221,0.062315424,0.010837465,0.151724512,0.040640494,3.001977837,0.877834674,0.008128099,0,0.027093663,0.010837465,0.669213471,0.2330055,0.368473814,0.42266114,0.002709366,0.008128099,0.081280988,0.010837465,0.048768593,0.005418733,0,0,0.108374651,0.054187326,0,0,0.100246552,0.181527541,0.056896692,0.295320924
g__Effusibacillus,0,0,0,0,0,0,0,0,0.029803029,0.013546831,0.032512395,0.024384297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Ellin516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0
g__Ellin517,0,0.005418733,0,0,0.002709366,0,0,0,0.008128099,0,0,0,0.005418733,0,0,0,0,0,0.013546831,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0.008128099
g__Ellin6055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Ellin6067,0.037931128,0.035221762,0.035221762,0.005418733,0.037931128,0.018965564,0.070443523,0.02167493,0.265517895,0.517488959,0.219458669,0.270936628,0,0,0,0,0,0,0.02167493,0,0,0,0,0,0.037931128,0,0.02167493,0,0,0.024384297,0,0.013546831
g__Elusimicrobium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Empedobacter,0,0,0,0,0,0,0,0,0,0,0,0,0.016256198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Emticicia,0.078571622,0.065024791,0.029803029,0.02167493,0.013546831,0,0,0,0.013546831,0,0,0.016256198,4.096561814,0.192365006,1.780053645,1.666260262,0,0,0,0.008128099,0.005418733,0,0,0,0.075862256,0,0,0,0.008128099,0,0,0
g__Endomicrobium,0.010837465,0,0.010837465,0.005418733,0,0,0,0,0.100246552,0,0.013546831,0.02167493,0,0,0,0,0.005418733,0,0,0.008128099,0,0.010837465,0,0,0,0.081280988,0.037931128,0.02167493,0,0,0,0
g__Enhydrobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005418733,0,0.100246552,0.037931128,0.005418733,0,0,0.032512395,0.032512395,0,0,0.013546831,0.048768593,0.018965564,0.013546831
g__Ensifer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013546831,0,0,0,0,0,0,0,0,0,0,0,0
g__Enterobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013546831,0,0,0,0,0,0
g__Enterococcus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005418733,0,0,0,0.002709366,0,0,0,0,0,0,0.192365006,0,0.040640494,0,0
g__Enterorhabdus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097537186,0.002709366,0,0,0
g__Epulopiscium,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Erysipelatoclostridium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09482782,0,0,0,0,0,0,0
g__Escherichia-Shigella,0,0,0,0,0.002709366,0,0,0,0,0,0,0,0,0,0,0,0.032512395,0,0.016256198,0,0,0,0,0,0.078571622,0.092118453,0.089409087,0,0.016256198,0.227586767,0,2.143108727
g__Estrella,0,0,0,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Eubacterium_nodatum_group,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.008128099,0,0,0
g__Eubacterium_siraeum_group,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075862256,0,0.013546831,0.503942128,0.04334986,0.035221762,0,0
g__Eubacterium_ventriosum_group,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Eubacterium_xylanophilum_group,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013546831,0.097537186,0,0
g__Eubacterium_yurii_group,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Exiguobacterium,0,0,0,0,0,0,0.146305779,0.027093663,0,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0.056896692,0,0.02167493,0,0.097537186
g__F0332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Facklamia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005418733,0,0,0,0.024384297,0,0
g__Faecalibacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02167493,0,0,0,0,0
g__Faecalibaculum,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119212116,0,0,0,0,0,0,0
g__Falsibacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Family_XIII_UCG-001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013546831,0,0,0,0,0
g__Fastidiosipila,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__FCPS473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Fenollaria,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04334986,0,0,0,0,0,0,0
g__Ferrovibrio,0.715272698,1.398033,3.54656046,0.999756157,0.441626704,1.766506814,1.330298843,1.444092227,0,0,0.005418733,0,0,0,0.018965564,0.062315424,0,0,0,0,0,0,0.008128099,0,0.292611558,0.303449023,0.766750657,1.622910401,0.140887047,0.39285811,0.186946273,1.923650058
g__Ferruginibacter,0,0.016256198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002709366,0,0,0
g__Fervidicella,0,0,0,0,0,0,0,0,0.046059227,0.040640494,0,0.029803029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__FFCH7168,0,0,0,0,0,0,0,0,0,0.008128099,0.013546831,0.008128099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Fibrisoma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0,0,0,0
g__Fibrobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Fictibacillus,0,0.363055081,0.241133599,0.395567477,0.008128099,0.533745157,0.018965564,0.056896692,0.246552331,0.314286488,0.21133057,0.341380151,0,0,0,0.024384297,0,0,0,0,0,0,0,0,0,0.037931128,0.086699721,0.170690076,0,0.024384297,0,0.113793384
g__Fimbriiglobus,0,0,0,0,0,0,0,0.008128099,0,0,0,0,0,0,0,0,0,0,0.024384297,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Finegoldia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Fischerella_PCC-9339,0,0,0,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Flaviaesturariibacter,0.029803029,0.149015145,0.081280988,0.059606058,0,0,0,0,0.130049581,0.105665285,0.108374651,0.140887047,0,0,0,0,0,0,0,0,0,0,0,0,0.018965564,0.037931128,0,0,0,0,0,0
g__Flavihumibacter,0.848031645,0.170690076,0.400986209,0.051477959,2.65788832,5.87661546,3.755181663,5.226367553,0,0,0,0.008128099,0,0,0,0,0,0,0,0,0,0,0,0,0.035221762,0.140887047,0.029803029,0.56083882,0.067734157,0.460592267,0.086699721,0.284483459
g__Flavisolibacter,1.468476523,5.784497006,2.54138557,2.359858029,0,0.005418733,0.037931128,0.029803029,1.807147308,2.319217535,1.349264407,1.571432442,0,0,0,0,0.005418733,0.008128099,0.035221762,0,0.032512395,0.013546831,0,0,0.097537186,0.170690076,0.09482782,0.127340215,0.046059227,0.37118318,0.018965564,0.018965564
g__Flavitalea,0,0.016256198,0,0.008128099,0,0,0,0,0,0.013546831,0,0.010837465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Flavobacterium,0.83719418,0.289902192,0.07315289,0.512070227,0.44433607,0.083990355,0.192365006,0.197783738,0,0,0,0,0.831775448,0.181527541,0.127340215,0.140887047,0.013546831,0,0.008128099,0,0.040640494,0.02167493,0,0,1.452220326,0.241133599,0.241133599,0.070443523,0.016256198,6.765287599,0.04334986,0.414533041
g__Flectobacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Fluviicola,0,0,0,0,0,0,0,0,0.016256198,0.010837465,0,0,9.545097402,6.949524506,6.532282099,5.76011271,0.035221762,0,0,0.010837465,0.092118453,0,0,0,0,0,0,0,0,0,0.010837465,0.018965564
g__Fonticella,0.04334986,0.433498605,0.089409087,0.010837465,0.219458669,0.005418733,0.029803029,0.167980709,0.200493105,0.21133057,0.208621204,0.260099163,0,0,0,0,0,0,0,0,0,0,0,0,0.059606058,0,0.016256198,0,0,0.035221762,0,0
g__Fournierella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Frankia,0,0,0,0,0,0,0,0,0,0.062315424,0,0.054187326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Fusobacterium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024384297
g__G12-WMSP1,0,0,0,0,0,0,0,0,0.008128099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Ga0074140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005418733,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0
g__Gaiella,0,0,0.005418733,0,0.013546831,0,0,0,0.877834674,1.235471023,1.032268552,1.110840174,0,0,0,0,0,0,0.02167493,0,0,0,0,0,0.135468314,0.010837465,0.016256198,0,0,0.018965564,0,0
g__Gallionella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GCA-900066575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005418733,0.02167493,0,0
g__Gemella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Geminicoccus,0,0,0,0,0,0,0,0,0.018965564,0.018965564,0.016256198,0.013546831,0,0,0,0,0,0,0,0,0,0,0,0,0.056896692,0,0,0,0,0,0,0
g__Gemmata,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Gemmatimonas,0.15985261,0.316995855,0.119212116,0.092118453,0,0.008128099,0.005418733,0,0.661085372,0.739656994,0.633991709,0.709853965,0,0,0,0,0.008128099,0.002709366,0.119212116,0.005418733,0.029803029,0,0,0.010837465,0.414533041,0.07315289,0.059606058,0,0,0.024384297,0.054187326,0.010837465
g__Gemmobacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Geobacillus,0,0,0,0,0,0,0,0,0,0,0,0.048768593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Geobacter,0.035221762,0.130049581,0.024384297,0.018965564,0,0,0.002709366,0,0.046059227,0.15985261,0.097537186,0.027093663,0,0,0,0,0.100246552,0.002709366,0.222168035,0.024384297,0.046059227,0.037931128,0,0.002709366,0,0.010837465,0,0,0,0.04334986,0,0
g__Geodermatophilus,0,0.013546831,0,0,0,0,0,0,0.086699721,0.092118453,0.04334986,0.067734157,0,0,0,0,0,0,0.016256198,0,0,0,0,0,0,0,0,0,0,0.013546831,0,0
g__Geothermobacter,0.008128099,0,0,0,0,0,0,0,0.02167493,0.016256198,0.016256198,0.016256198,0,0,0,0,0.008128099,0,0.013546831,0,0.010837465,0,0,0,0,0,0,0,0,0,0,0
g__Geothrix,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005418733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Gordonia,0.016256198,0,0,0.005418733,0,0,0.008128099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024384297,0.010837465,0,0,0,0.013546831,0,0.029803029
g__GOUTA6,0,0.005418733,0.005418733,0,0,0,0,0,0,0,0.002709366,0,0,0,0,0,0.008128099,0,0.067734157,0.010837465,0.005418733,0.010837465,0,0.002709366,0,0,0,0,0,0,0,0.008128099
g__Gracilibacter,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GTL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
